HHID,Food consumption (annual) (real),Food consumption (annual) (nominal)
134819634f654afaa14a751cd7c6a638,6947740.0768916495,789360.0
134a33f3e62240898a7378482c30bfe9,695476.5444484275,75400.0
1355c1a5ffac47538f08b7c7f45264f8,1168677.9006147105,121680.0
13567337fbaa454db47d3959d302af95,3506720.7088518967,377520.0
135697c909b74a99bb3f9050c202efa8,11143586.321183328,1218880.0
1358e68f208d42caae39e96066a20e52,0.0,0.0
135d2c7ddf42463ba71fa0c43f2c2cce,4730712.837569311,515840.0
135ed47b7e5843acb7a3e80ec7771fdc,292783.1828458328,30940.0
13668b2bf0fc4b3eb665ca8ed9331cf4,1023841.7505385285,106600.0
1368f50c23414270b2d470c2861bb023,8924962.549366744,1014000.0
137ca0e70fc64be2ab1afc7a163426de,449792.54465078394,44200.0
137fadf6a3aa4e368a98958bd1bd38f5,59342.8895091149,6240.0
138b750dada740ff96f2db4adf8de619,2533969.3280044612,286000.0
138e81a6d40948a1b65f8c06b06a5a76,591835.334570095,59800.0
138fe65e4394456a9fc55fec3942e856,2869664.7328289794,317200.0
13908448d36c494db21d0ddfa12cac1e,4225598.33481891,431600.0
1390cc37c5574647a36ca434eddd0506,1545993.5003676394,163800.0
1394d5ef0d8d4f42bfa8a6f68d66799c,1281681.3219124987,125840.0
1395942e0b5645a69ae96a56a92d68c4,1372882.4876300395,145080.0
13963fcbe23f494498b99cedfab1a198,15722127.876027681,1774500.0
139f6a97132242a583ec505b865063ec,2017497.5624670829,213200.0
13a60d9ecf71456fb983d0b73c2e82bc,5137577.3939407915,481000.0
13a7f0f94b994a34a0f6606bf3e968cb,2101727.3367811525,221000.0
13accaa4cf0944248c842512b5851af5,3188413.498872599,325000.0
13acfa597b3144b6bc3457790bb9292b,3303027.383325147,349960.0
13b5d97c5afc44028c38ab622fc868b3,2554668.676350611,253760.0
13ba5162580345f58a5dcafb3090f68b,945449.1715370459,106600.0
13bfa8ac242f4ce3b8f823be3e7daf9d,4703730.574326703,509600.0
13c0856302b2456e8e93d257ca11b420,153033.92851008376,15600.0
13c0af69d377499984f6d6c6a3b29a78,989101.2446166966,101400.0
13ccac9de76d4e30a354bcd1b7e020bc,1129927.0586662258,127400.0
13cf412e8fbd4e39a1abf6a0442aee32,6542248.083211519,738400.0
13d12218ed624b7288715b93884066fc,17530374.35166593,1849640.0
13d71121a7c34395b7661a41de7010ca,2540363.21326739,258960.0
13e2a3972c46485d94c54ba7e81f3570,1599860.767586716,179400.0
13e31e41c9c64f7e9f46b5f3aeb0dffd,324632.75017075293,33800.0
13e6a6aca45542bb845663262c34aee8,7689247.4339988455,730600.0
13eb607cc731409bb3c4358d6409fd59,8120276.318115858,829400.0
13f0144207ef4e699ea9f82dbae54ad7,2572090.2513528885,267800.0
13f455f75c8143fa9c128e06ec695c36,4700925.72388799,543400.0
14068423d60645cab5c5f0393e6b8723,2192225.933370613,215800.0
1407e3ad21f34e649c8e8d31c7ca7790,1028881.5071827637,97760.0
1411371af23b4a598e488d4822467984,2311043.7483466053,270400.0
141483b6681a46f8a9f0f951a4470204,1916177.5144968359,179400.0
1418eecabc2a4fa58e413284c98903ce,4738377.499357686,466440.0
141ad11a17784f0ebf9cb5032395035f,2082252.6734228127,212680.0
1426c63606974247a95ff9ab5eb4a516,3377755.40590871,373360.0
142a0f25d521433ba538fae5ea89b27a,20580148.32876381,2267720.0
142f2afe9c63420bad9c77fddd72fc4e,7575530.508687396,773760.0
14332412f6124d6ea91563c1c54611d8,6510921.329476493,761800.0
14364fd838a74f2d9166bc0715e4b96d,10775763.682030018,1052480.0
1437654335ef4788851777a9eec2c432,7075878.134565599,725400.0
143c03982bfe4274b360b01ee57517af,2596251.416023777,273000.0
14457f4efdab4e09896c38cf9a983377,269935.373080064,28600.0
1449dd2a736f4260b3a5c00c48c01665,14109772.802791726,1427400.0
144e10eefb44497493679f9731c00e3d,2482761.9004438263,244400.0
14564189e62c4c008a9a2751a5052753,607484.294789447,59800.0
145825087bd44d28937f4a43b60fa572,9901933.598685069,1158560.0
146164e57478481bb435fccb4994846d,2933795.38161235,333320.0
14616d0ad0e3459fbcbed64adf4292d6,3616733.4351544045,382200.0
14622da4bb6a4de7ab933417f2b3a856,4443310.178543387,416000.0
146235b99c45447db745009ccab1c4bd,483019.38138455874,52000.0
146388b702994d4388ce030896cf30b4,3880320.2673424254,397800.0
146514ab074d44a482317b0f71e54ce8,9062269.665510848,1029600.0
14651bc65d6f4bdf86aaea33c334ab1e,4032093.02902575,429000.0
146b4d303c1e4343921926d75f4bb126,1067059.369977985,105040.0
14769b35fd48496c9ea59771df750071,2681965.951410682,279240.0
147980d3c73e4552bcfa37050ccfaf73,19196178.830401685,2025400.0
147a89a4aaec4267abab8e0400885d14,2410891.4443976157,244400.0
147efb67332940e58a632c8151089ea3,3364522.2485256265,367640.0
147fe631bf234d0488776891597f1554,20069723.476396497,2280200.0
1482b017e5df47568605f7547732244b,1623839.501497896,171600.0
148f25b9328c457785f6037b5a177a7a,5918304.753112958,616200.0
149c9235f0734619a3febab17be249ae,7636939.369371448,715000.0
14a177a7ca684c8f93ce50630073273b,1800832.0177553487,178880.0
14a5e12a38fa49ca8792d0723bf8b7ad,1700081.4228674052,166920.0
14a9e542ea8d4dff978dafd4bc8010a4,3331231.451752188,346840.0
14b3cb667a224e29b6133f8c712c5e04,1359110.0476729497,135200.0
14b4ae7db3964072946933c423b2cb53,10490800.21612315,1159600.0
14ba8f1309f8440e8170c33c0d353d68,1661600.9062552173,174720.0
14c134d828d34f719dca4e5f1b792e77,4519886.752377406,470600.0
14c1b462ea8f488f87ce222f7d81c95b,3486394.7586605004,366600.0
14c1e6a649cc4b7eb43444181c6d839e,8416612.720625935,906100.0
14c2a7ba3d3d44eaa29f94820501c100,582582.4190511358,57200.0
14c7cc6aba674e5ea219655c28309acb,2600129.252064362,300560.0
14d7430e28804c188e7ee02c6844ccf4,1387605.3981036143,136240.0
14dc2fc709f1478593616d7889aa0c30,7419051.173407379,789360.0
14de344c1e62496fa2b6d45f646eb1eb,476250.9296302418,46800.0
14e06b2ac56f420f9ad1dad3891716e8,2131398.78153571,224120.0
14e7f75517ad47e9b27466bad6544c8c,1227840.1561776455,135720.0
14ef74e960e6461ab4df9945ee992127,134481.0500290283,15080.0
14f7509b99cd45dab8b565f8d76b1080,239819.49808566467,26000.0
1500934182fc42a8943e148d85f36efa,285540.4017748837,28600.0
150adb08abae4151bd3fa06336c59e46,5532760.90707769,618800.0
150db05a0a184e78aa252914ee32233b,1082040.9955561801,122200.0
1510a32b4e0946c8a756ec7f8c038161,692333.7109396739,72800.0
151ecc59f60547dca9dc90279d1d4de7,1822452.8843683407,179400.0
15214a0f11de4998b06a4f51aa8592bb,3714412.9721934176,395200.0
15234693035b4deab84a211bfcce6198,8021164.727374122,905320.0
153c03c608944e5d89ae6bbb6a7730bf,4186672.0903979484,397800.0
153fd1a55dc44c8486fcd9e447acac82,316495.4107152795,33280.0
1544f8de831b4651824ae978b29d5348,4527067.701145649,478400.0
154b668e68b54c649fb36cbe7762c162,3708189.987424486,405600.0
154ee7e1a2664a568e518fc0e7c7bf7a,1346302.3976965952,127920.0
1551ab4b5d1745ba8d95d2dabcdd1aa7,3023518.094523,330200.0
15629dd5b0604709a224c05ee046ba7b,2797191.0842569335,315900.0
156b46f243894f158fc7d2e0a768a58c,10146140.542729234,1118000.0
156d0ea01f3d4d0f992ec855221c7e4a,345332.2326243128,39000.0
1584e78499924205bc891888f0fc4c49,1749948.3558603094,179400.0
1589ad1036164a2598e8c83152073850,1684008.272885863,172640.0
158e0fe582ac4aac9a7e3c8bca5e5ddf,3167398.478256098,338000.0
15922c1f33cf4e20ac5e3ad2adbbe0c0,776402.80441092,81640.0
159ce23ef3454f60958ac6ef3f6e0355,4169531.3488073405,470600.0
15a6e770705e40d396819f3fef8a67f6,8993231.178212425,975000.0
15a741ae6324401288ab1c09f6e94197,5386531.949534085,595400.0
15ace23d7eb449fe8c1315fbca3e8bc0,7092810.509932487,800540.0
15b5c639727f4d489778105d5b1236c0,2509414.2237366727,283400.0
15b702e354d347609d8c128869c7a607,4542926.030599342,447200.0
15c8003b95124d1fb5afdef8e009b12a,1677967.4848811592,177320.0
15c927f3bdcd4951a6fdcf53ab75448b,11430966.40287665,1246440.0
15c942fdd07c49c482dd61725fb2e713,2467391.7403527787,278200.0
15d1dbc69eb840d3b0a140627d32640a,1821803.2709297133,195000.0
15d26a62ca304902810dffc3c3845ce1,378319.193275701,36400.0
15e2a519967043e7a13d65560cf7a5c1,2888151.6160532017,270400.0
15e355d474fa4ef08d9b80c015252e7c,2943352.558343944,300040.0
15f1e6a31faf456f9f862c1dd64e73d5,6604076.927532287,696800.0
15f60b40d65143a999df8ae03224c44d,900618.987389275,91000.0
15f653be55e345dba1647a1a6e18df26,2875112.104068881,322400.0
15fa2a83a1d243b2a2a4b1db1f31f194,1148535.5900861225,122200.0
15fdb7cf4f5b4f32b319b0bf9365dff2,0.0,0.0
15fedebf89ca452f9bf82ffb3eef3529,3413131.6623500665,335400.0
1608f005a9854ae08f785105e5346866,988107.689021376,99840.0
160d1401e12a4aad9a866be5e54373b9,25958.218343171244,2600.0
160df73c3f744009bc8e410f0b26b9b8,2377708.4718566034,278200.0
161120eefd954fb9ab6aeac22ec37772,4081573.252733101,460200.0
16117485eb144703a02ad3ad37d188ad,10204860.902552443,1085760.0
16135b3f4a0b4119b294cdec80796c50,56985745.13494833,6431776.0
1615ffd7a5924c61866271de2498e4ca,5789783.397409708,657800.0
16196b8567f14c5db2cdabd959e6821b,1387268.8508871144,137800.0
161e04bd2c4d4af085232be7a8a11c3b,847392.6095289247,83200.0
1635f59e315a400588ec2eccbbeea0cf,957735.4455158705,91000.0
1639215337b14517822a5cde4789adef,2260255.6514174542,214760.0
163a2c1b9e604dec8ba2f1fe5836716d,7070432.085756966,694200.0
1642b0cf60424391b4f279d12c3763ea,0.0,0.0
1647640436334034833a52305bbaf032,2704908.535753529,291200.0
165210a5cec9462990d6f144094ceb9d,8328104.874496821,886080.0
1655f0b487af48f49ee68a082e8c81da,9254903.834331583,1045200.0
16568b616d8b4a859ec315f1e99cba87,1553487.9917146373,174200.0
1656b289ee344a279197592378c08d0c,2221622.1933115525,221000.0
16599013bd084de482657d8052a8bd3f,8655702.766060725,982800.0
1661df7a072b4dcdb5b60b211dc2dcbd,4554019.352112775,517400.0
166583ecfb1f4cb0939e9594cd57ac6e,889946.0552860735,88400.0
166b9c02db1e40b09d7793193ee445b0,3045345.1821401403,299780.0
166ccc4072ca4e66a74591b391699409,5555859.097493484,614120.0
1671aa69f4a044ccaf264bcef1391b54,5594382.168513867,631800.0
1675dbd5deb34321af71df426d4f6503,5818013.772010644,634400.0
167bb8ba51534076b12889f541378c4e,5853860.05161029,665080.0
169c35a58759483e9ed1f0a92fb079c7,4805749.065043631,546000.0
16aa052872fc419bb3577269e6126421,1368193.4935941005,130000.0
16aaf3e2dc0b4271af5a8dff092afbb8,343360.6883592526,33800.0
16aec821bfe5425ca8206952dc2d8265,2102852.6812697607,232440.0
16af2c9296494ecd9d3beb91236d3b5b,2503223.4571617795,253760.0
16b050d95d0648c1ad5e88e95daee4f9,3975411.858088216,421200.0
16b19059ed7f496894bfec60c4b54c82,1247315.1711212448,127400.0
16b4049444234703ad6191f7b6a349c8,2365053.547752207,242840.0
16bc841d1adc4129a11ffe1ac020d38f,1673439.587833811,193440.0
16bdbb122cb84d95ac8ae34a170c3cf9,1705512.5809208855,174200.0
16c9970d43b94e28adbcb92b13e81e9f,18138110.951893553,1838720.0
16ca3d8b305e4d719a6c76867cc56c30,2297401.0012084055,239200.0
16cd6ac50d4e47558ed677d221218fe7,3551012.0074205697,358800.0
16cd9bf91bd64358ad4742f5ed901822,527602.8957884623,57200.0
16ce9232836942159c7cd6f907ee78da,9141159.858014418,938600.0
16d9c70b1bc94ed698594f1820c887fb,741964.4139532596,83200.0
16e35e4959c84fc8af67fd4ba15caff7,1568833.8764492236,153400.0
16e42379f5344654b12c10951b78f333,1479092.196009088,145600.0
16ebf3b0b63849b7ac31da19968184b4,3595691.6893020705,369200.0
16ee9803f38b4eb4b597375aa70e208a,5770872.331593506,630240.0
16eeaf2e23e044e187ae871c3386bd82,2325928.939109971,221000.0
16f0ff8edcc040e8a72f4affe9dcf703,5625645.975873369,574600.0
16f48fa45b6847469d8af899d96f464c,2826584.276823925,330720.0
16f4ea7ec8ea4ddfaae992046eadb13f,1111252.169137231,109200.0
16f658c2f7c04514a53ea42af089252d,3195713.55289301,323960.0
16fd6b2a0e2b4b259761d449d57cc891,2233118.088710688,243880.0
16fda3533fea49ca95e32bb02d73263d,1645257.9929046493,179400.0
17001af9e69d4d65bc0bd08f15835312,1854911.034883149,208000.0
170158c1467f4085ae974ec8b730f5c3,158710.44525691567,15080.0
17086db704bb4d4c877840cb6607566b,675569.9879923232,65000.0
170f6cfd7baa4c8c82db8bbb83ee92de,1587104.452569157,150800.0
171b87cc4a5d4268bd749a700472cb88,752871.04160357,79560.0
172071c9cb434ffea79ab1b5ec7547c3,3426387.579828078,374400.0
1724d0bd16fc403790e7d22ea63ed41b,5272148.186292091,507260.0
17271aaa2279458db750b9f88c5205f7,1837550.3673391193,176800.0
172915d765cc4186bc034b1daf6d8121,4851518.103758332,551200.0
172d4498c3ca4724bb40b812ea821bab,1793986.4845868926,167960.0
172eaea312d24e6f822fdcb1fdd059bf,3028531.521281183,326040.0
1736735efe2e49c482dd7e8b16ddc38a,2845842.4666757295,270400.0
17399e675b0f4512895971d7ce015fab,280562.2022684869,28600.0
173ad63c449e40b9be52ac7344b32f3a,3316598.274603956,366600.0
173bfa6e0125445ea36b8404738ca0fa,17546695.393791474,1990040.0
1743c6ea301d499b9783dde3b23291d4,2047683.501077057,213200.0
1746088bd11c43c08de90a18f4d4da6e,4683141.747144073,477360.0
1749d728130e41d9b173833bd531d43f,6477951.523588153,716040.0
175a3557a0c94b20b3083f9b5e6a17fd,1945641.5654178911,187200.0
1762c36ff1394118b8c1efe6ff0f7960,3436942.350736238,361400.0
176f2bc7ae1b43289de22f62ad9baef9,7742540.935188973,816920.0
1771834ba2e54dd0a85073102dd3f275,4371669.224438059,445640.0
1775a5c99fac400f944f875257c1569c,5756729.299967371,653640.0
177633ee75274ccbb0557b4f2ff87d6f,5785156.669047945,631800.0
1783d244147e4207addbc99108097762,4905922.150864091,556400.0
1784c1930fc74c3ab702e7ee3ecac2d6,10980229.76647502,1079000.0
17859fd4fca245cfa2cb263dddcdfaa8,1514265.7606405916,163020.0
179eae818aec488c8c2058f7a392b690,6020836.806974456,617240.0
17af6ee3184a446a9b213eb41b6864bd,2355799.6196078314,249600.0
17b1e9dc1687478294e185ba0ebe4a3b,8908210.245026322,998920.0
17bc4d34a08c44a299081ea890ffcfbd,2963752.1011184542,327600.0
17bceed3525a4ea59d90db5a75a7fa9d,5327694.834186368,577200.0
17c2899a18474e2695741dcb6eeb569f,394039.726155101,37440.0
17c48571a2c04a98bd6c20477f2f97d3,2425101.917661212,268060.0
17d055e3852f421e8f1b5a79128ec23a,3086065.6798947714,341120.0
17d3a53bc5574ad5a4a965131999e565,2164021.5692451345,239200.0
17d74a5036d649f5aad126c9911e2618,5516133.579330732,582920.0
17dc7293c38d4c799d3821b480941a3d,1986209.5203550612,195520.0
17e52881405747bf9a29f6d340bc7774,1027515.4787881584,96200.0
17e5da066c6443169541107a444b1e5a,5028913.4664309,495040.0
17ed322fa1b1494e988a44e3930fa12d,5794360.301281178,658320.0
17f7486ff7fd4ce3a727225eedbc2d2e,4849514.58910097,522080.0
17f873e1c4a44d02a3ac76944fb536f6,1895891.404958212,205400.0
17fec728b1914d9cbb4b14e4e53b4233,11848064.793801239,1164280.0
180d990eaab54818a468a4d46b76c834,2921694.7515367763,304200.0
1811beabf0554b9380b1e10688eb5298,1281681.3219124987,125840.0
1818f71eb8c64f5fac9b7ff7b9e74a4d,3824450.519227653,403520.0
181fd6bf588442e6b14aaaec37a8d055,6426060.654254068,627640.0
1821b39b0cbc473989a2304620aa4ba6,6786422.30845305,730600.0
1822f574179543078e5cd51a630e520e,5155405.284773196,603200.0
18286695409048368511fc221a10fac1,3635777.931928683,397280.0
182bd25ec6b841469244a0219c8b0807,1359960.987944135,133640.0
182d7fdec76f4c54a21acf4ef144e8b8,5101005.345928659,572000.0
182fb8df069e4b9593216ce2422170ac,17630790.78818784,1783600.0
18321c40f4424a3584c334eab7c1d855,14689344.889016012,1459120.0
18383631de9947df8ba58a686c4bd394,1773221.8503715876,189800.0
1839daac34e3423d9a57d306f37722eb,598944.0329168529,64480.0
183d04b5850d4b1fb90973ef54fee530,397215.2857166835,39000.0
18473bd48adb4d69b75df511d31dcd84,5837398.747061375,546520.0
184b639f2fa34ed3aac788a315685e3c,6123267.568977869,669760.0
18545559ceb843ecaee53371ea1e541b,11136901.779858762,1263080.0
186aa478b59446d7add7394fd4770766,1008858.7005306476,105040.0
186cde554c8e4e1086bbf4b6da3d3899,9184622.26259471,1003600.0
186d43681ead4db49c7717624b37e5d7,12531630.131222064,1414400.0
187556d5058c4bc18d103027a231af54,4305635.041850482,455000.0
187750696444415cb7bf8d1bc63c54b6,3320290.7524408363,372320.0
187eeaa225194d85a01dcae47f86f830,809155.8911090503,89440.0
18803fe71d4145e9981bb773029b2ef2,3961472.4299695906,449800.0
1880ecbea2084753b8c58215c52830cf,2434264.2100472013,241800.0
18895b09d1aa4f2fb29731eff2be86f6,1450958.4643655296,148200.0
188e727245474e5b906b18376c8f4886,1408790.2133418375,138320.0
188ee735e3644f6dac94d3ca48f4fcd6,10270818.146997975,1083680.0
18964f416ef747f294474b727b284c32,975568.6859232722,106600.0
1898031b8da94bf3837aec2312aae0d6,9745014.056156216,1073800.0
189a3e96053d4f5c948743672b450773,1829999.3132302838,202280.0
18a0405bab9c411a8f9189d8bb4e2b8d,4576903.871470124,520000.0
18c0f6b788bb4f29b1d7344b0d2eb501,3261390.5437836694,323960.0
18c1581663c64fc780a32804644c5214,818525.9218478187,89440.0
18c3834d12574e548efc9c3feeb1df54,2482761.9004438263,244400.0
18c8c19f648e49508621c229739b904a,5803833.857462118,592800.0
18d43695b0fc43468a74828dccd77d31,1031290.4287726851,102440.0
18d9290e654f4d0cbcbb3dd52295616c,6054010.118265365,566800.0
18da0d6871974a4c81c0a7d10c949d0d,3694122.432704072,351000.0
18e45840ac7f41e9a8392cdb2924e588,934937.894801819,98800.0
18e7c4563b9342c7b92302d34c77d53e,701501.0178338373,79560.0
18eb14362a2146a386c91621e3e50795,4284498.928575199,483080.0
18eb1ab2efed4879b4ceb57b9b1d3ca5,1786223.4516476856,188760.0
18f1779bad9d4f6f8bbac63e70ea278e,25507.307990980793,2600.0
18f65262e96e458b99216b6d6fea9dcf,1117147.6781236115,113880.0
18fa08e9767f4c51b99dba4a9ae1a971,717059.9149018051,75400.0
18fb85e2407b4d328b1763e1f0271e85,11746399.26739876,1294332.0
18fd51f3eae34c67aef0a9645bb6e52a,3176406.601670752,330720.0
18ff5cb18702448b927b6a170d6f85e0,2153712.537327871,211640.0
190a275f6728416795abfd8d44f6f1f3,3987669.190049396,439400.0
1918628b77c147b5ab21c45340dc68ac,99974.47901722621,9360.0
191cfde7fcf04ab2bedb0f4472184563,5719169.94214315,625560.0
19255d1a28a04b9ca55f923728111c40,1822452.8843683407,179400.0
19284a5db0d0461cb0d47bcf66e6546e,1374597.1143134604,140920.0
192acf66b11f439ea77fa3b8df4c239f,46372.775872078724,5200.0
192cf07a09134347a2e61a15377250fe,2041640.9503621687,202800.0
192e0295873342b5a6010eae586b6714,1824761.145716234,184600.0
193a9483305b4c689d7c7458479764be,2224405.6000134274,218400.0
193a9938077145e0b89e7051b5fa987b,536297.999250006,59280.0
193ceb61fb58468ab30853b5887a230e,5884836.542987227,618800.0
19401aa5b1b04ddc82af2533aadc0c2f,7258210.623770656,791440.0
1942fe3f249b4aa2ab58c513ebdea803,375838.3002243944,39520.0
1948c5c69536457099895b5835dd9a33,2677588.5599211375,263120.0
194c1de934604d869c2a1aa5e02bb990,6773135.90861582,792480.0
194c4f6ec8c34e70a9c67e0d9185243b,1535899.1047711761,150800.0
194cfc215b4d4073b04ac7dac9b682cb,1986076.4285834176,195000.0
195170cde5974bed8746f44184e8c352,994720.5353155445,101400.0
1953b92232394b2d827b3a9d39393686,2785394.970586111,286000.0
195bcd3bbf414eb8b72f3a3c0040077a,1909984.2545946187,211120.0
195da6437edb407c98673af67adad46f,5323538.85596971,595400.0
195e3f85fc794206b5f1a588c0e43ace,4768469.553608395,538200.0
1961dbf9c3a947129d725cac98bf73b1,2865857.4523509415,293800.0
19663343f7f546a695a7ebf2baf37a69,974303.7008987376,102960.0
196e05331d9a49b3a094a7f56782daa6,1491968.3868031232,148200.0
1971ef7e98c84f82b5f7efefeb13dcc8,1771461.274361341,187200.0
197c13ae874b4907980b611acb5cdf03,4897403.134268312,499200.0
197d44cc1e0d46c085282c9cadb26af3,5648558.064473281,528840.0
197eb78560fb4e17b90142ba07a0b492,7780736.581499212,884000.0
198033de6cec4011968f028d57750d7c,4080626.835765459,462800.0
19877062f12f464087073252923310dc,4327419.981441053,442000.0
1994d18bfa2141da95f2b40bf11c61d7,4305635.041850482,455000.0
1995879260fb4265bae245be9c6d58b8,3116791.010655373,317720.0
19981ffef76043378c3e991457e55f00,6001540.080941191,601120.0
19aad77b478b4c68a5a99cb760e52170,8718081.8639508,977600.0
19ab971d55af4846ae9c827609509379,3310127.3809723626,325000.0
19b28681b4ad44a494fb9624dc916c3d,5289016.65278196,550680.0
19bbc718704d46a28494d72a905392cc,4161511.126032711,400400.0
19c3d3d30d8842428ff64479c282aac0,4783192.1726848455,490360.0
19c834f52c2c4338aaac5a9bd392886f,7415583.127439796,808600.0
19ccbe1418894c6197712465c6d82ddd,4304701.318178535,442000.0
19cf2e759a134ac29070c04cd1143afe,2090212.4133771725,205400.0
19d0a3db7f6b40d9bf28c2c9a4eeb646,6754366.746804347,718640.0
19dafd6b94854c978534bd0746cb9960,3950679.888939126,403520.0
19e898857efa4c64b0169f9b2b4234c8,5181957.802939346,566800.0
19ecd2dc0c2c4d39b2dbeb19dcc1527c,1271088.9142933872,124800.0
19f400a159384d5ab9fd8f13a4f65414,2965874.1333512366,291200.0
19fa852dd6b4429cb002ebcb32bee66d,3132540.0486695957,355680.0
19fc24df8cdd44349086a80191e9f873,1927818.1866783039,189280.0
19fe47312b494690a5a1fe383f9ad2f7,5036840.76114776,531440.0
1a04f90b5c6846cd983e8a973d0c2125,713686.6140902464,80600.0
1a09c3a66fef4cd1ab32572a19767549,185208.69485620514,18200.0
1a0ff3c4d1f74038882b90c7396c8f18,8704433.557205891,926120.0
1a151d9bd87c414da43a0d5996697a38,2305140.5230921316,254800.0
1a2b1167e163486486ad845a4e8dc1ec,7067218.674330584,702000.0
1a2b36f838d6459eb4eee7a7f76d5132,2134381.850006797,202800.0
1a3177736ae840108cf762ceafb667a0,7612102.900251643,809900.0
1a337c847e3a4cd8b409d4ee65496f63,2756877.1287067984,301080.0
1a378539a4b14d44963b77b94a83890f,1092595.4843759406,110760.0
1a3a1d2da3bb46b29140965f776752af,898983.0004728544,93600.0
1a3adc76627c41f1a9d6baf3e8d79861,3513746.041302908,356200.0
1a3bfb2424f54ff4a9446dbd3a28fd20,51463.94213652999,5200.0
1a4dcdead92e49a995d9a4ce5a33464d,687388.4701472477,72280.0
1a58c796ce0d4275b8586d33c91edc7b,9710227.287461042,954200.0
1a5f7167deac480fb6f8997257388ed6,1358722.3330519067,152360.0
1a5f9f54703447afac0c6e91ca37ebd3,833120.6584768852,78000.0
1a60043d68a84fbd857dca080637356b,4313869.911240689,471120.0
1a6513b447ba430085aa6137c57edf25,4625482.216387946,488800.0
1a66c5f39bcc411fbfbf6c6da15b6ba2,7292872.6457583085,716040.0
1a66dc2cc2f443e9bf44d36163d02efe,4819547.752535025,501800.0
1a77779000be422b91a196ac454f50fa,4644309.071196543,543400.0
1a781234b92a4080a4dcd3472ea0f518,1392503.827682915,138320.0
1a78c83f461944dfaf09906c1ec4c368,2752055.522467136,304200.0
1a7a06819b69477faa189ef0956f768d,1742310.1353349586,184600.0
1a82812fefcc4a41a482c164741bffb2,9641762.42059074,982800.0
1a845f037da84991a0b1121b2dad0fdc,3978706.6793716447,378040.0
1a91433865014eeeba171229d486e6b8,2755475.23841326,322400.0
1a9595a3c6134b5fae62ef66b9fd5656,3593890.130086101,403000.0
1a95c8e1eaf247338af350c711b53d2c,1727542.3426141427,171600.0
1a98b066d6824b2c82638f617fce2366,2058462.351401823,202280.0
1a995880bb1542378ec796fec027a15d,3869251.199884117,367640.0
1aa1ae5b0a954383b8b6e0161fe748cb,2902543.5107412552,295880.0
1aaf3ca49455473580b604b0b2063849,6367572.519186944,605020.0
1ab355a8cafe4a7d86659db06ed22fce,7699390.029022243,756600.0
1ac931bd05644c6cb5f73f42d0cc222c,2626931.5077006733,249600.0
1acb9f3955444bf99f337dbf6c35c4d0,1308744.1989501081,130000.0
1acc5c4cda6f4c18810782f8b03d6163,608677.6889948902,62400.0
1ad2dab046e34cf5bd5bd9f4a7ad248f,5538966.969853501,567840.0
1adf519271804eaa8722c92c7775219e,3851378.1371269496,436800.0
1ae2872dc2b74f77aade24ca078857f2,2946418.226445808,317200.0
1aec274a10354a478133e942460964f9,5622490.358361105,613080.0
1aed9cb073f149b888c7af6673465380,5231700.332669497,566800.0
1aef8465a2d84b3d908ced7c9a93af96,144905.8144153676,15600.0
1af35a0b533c427396c2443265f55676,13530258.193644797,1534520.0
1b076b24bdcc424e80850d190e235d38,2568658.8476345534,252200.0
1b0bd561ebe745dfa9c117710a911573,7316722.753848509,761800.0
1b0be0e2fa304daf9d734ee55ccc78ac,1261036.4020686916,132600.0
1b0c93444e5d437994712cadc43719a4,14892186.071291286,1628900.0
1b18a97ef21344dfb80106380e466696,3341111.956945217,338000.0
1b1e71b40fae4738984bb2032cf574e5,2753332.465403007,310440.0
1b1f3a061806427e832949b5730721aa,23915386.161041852,2715440.0
1b252898048241af97a20ab874cb6514,9246826.806498885,1008280.0
1b2816d0776c42d5ba6b44cf964cc9e1,2079330.8391973919,229840.0
1b2e610c209c426abf796191efc58deb,6399815.149211708,697840.0
1b327d8fa3394217a9604406fbb5cb14,3720068.676158816,393120.0
1b3314183e344f97ab487d3af404eced,361371.62467232614,36400.0
1b34eeea74ce4a079099d8458a0ebb6a,284584.24666757294,27040.0
1b36af89d5e949768fec11878e1ac7fa,1420247.940988077,145600.0
1b36e1f0a3a649f8b8b26d7563cdff9b,6499203.497487578,738400.0
1b421ace02184ca4bfe05e8f63f24427,8720245.649948824,884000.0
1b4e721463a14a0f904ac48315fd8f47,3455172.7754248194,366080.0
1b52e724528b4ad1b7480cdcf9d2aa23,3067087.7454851475,295100.0
1b67e634f1dc4550b430f07edd5dea32,1256394.4309921036,124800.0
1b6adbc3c50c4bb68158dbfd1b43e4f1,8007237.32915889,811720.0
1b6d5cb0a15645a9a9aa89d635dd6d93,1094554.7948752805,104000.0
1b6e1954ae604e31837e461f0142698a,1500821.3574450251,158600.0
1b7d854f3c2e4494bb92fe1f8d1569a4,2322582.559718203,245440.0
1b82b954fe804f96a71159cd6b8089ed,2031304.280811608,205920.0
1b87ed115075456e8545ffa919d9ab97,1500821.3574450251,158600.0
1b8c0174150b4faaa818448a5126d64b,128238.90661689447,13000.0
1b9aaf6e60014c3b9a1f04479d39dde6,1026866.3817483314,98800.0
1b9c2f5f84e04f8e9fa702b74e0fec12,6774814.584982475,702000.0
1ba75f1682f04692b9b4668053fbe1e2,5335157.239689394,602160.0
1baccaae99284bbb83d37f9ee23d0f43,1079741.492320256,114400.0
